iter,best_train_mse,elapsed_ms
1,0.03445962366042352,14.7147
2,0.03445962366042352,29.9635
3,0.031244544099653937,44.2216
4,0.02869535165046218,58.6357
5,0.02333493438545259,73.4614
6,0.021809541235310904,87.9193
7,0.01962489672201649,102.2178
8,0.01733288689190536,116.5657
9,0.016257657287115593,130.7473
10,0.013759376696747257,264.9591
11,0.013759376696747257,279.1852
12,0.012897736187631638,294.275
13,0.012897736187631638,308.3865
14,0.012897736187631638,322.5197
15,0.012423822234277232,336.7915
16,0.012423822234277232,350.9991
17,0.012423822234277232,365.2327
18,0.012046985474464141,379.3698
19,0.011667326827019405,393.1304
20,0.011152586404157241,524.2641
21,0.011152586404157241,538.2564
22,0.011152586404157241,552.4581
23,0.011152586404157241,566.6796
24,0.011152586404157241,580.9856
25,0.011152586404157241,595.1655
26,0.010853732902151315,609.3533
27,0.010853732902151315,623.0458
28,0.010750568075121942,637.2006
29,0.010750568075121942,651.0226
30,0.010490601026119102,783.3657
31,0.010490601026119102,797.4305
32,0.010321226243158593,811.5504
33,0.010321226243158593,825.8094
34,0.010161464214982744,839.9837
35,0.01005118130657933,854.2992
36,0.01005118130657933,868.553
37,0.009869509342909753,882.0933
38,0.009769393728460283,895.6488
39,0.009769393728460283,909.3292
40,0.009540136474630015,1041.9978
41,0.009540136474630015,1056.3276
42,0.00950615714269052,1070.5332
43,0.009302179187836792,1084.8194
44,0.009273137433968907,1099.053
45,0.009273137433968907,1113.1015
46,0.009273137433968907,1128.1687
47,0.009074276869543004,1142.4116
48,0.009016899710262928,1156.7649
49,0.009016899710262928,1170.97
50,0.008889224303954781,1301.3999
51,0.008889224303954781,1315.4245
52,0.008842251304171935,1329.7558
53,0.008842251304171935,1345.3637
54,0.00871083621364751,1359.5379
55,0.00871083621364751,1373.7433
56,0.00871083621364751,1387.8994
57,0.00871083621364751,1402.3075
58,0.008469102227060137,1416.5602
59,0.008469102227060137,1430.8222
60,0.008384808029266463,1561.0066
61,0.008384808029266463,1575.1276
62,0.008323540282363266,1589.3089
63,0.008323540282363266,1603.5365
64,0.008323540282363266,1618.0411
65,0.008323540282363266,1632.2285
66,0.008167252084733201,1646.3863
67,0.008167252084733201,1660.6443
68,0.008167252084733201,1674.5559
69,0.008117895678459016,1688.6561
70,0.00796188114898383,1818.8939
71,0.00796188114898383,1833.2481
72,0.00796188114898383,1847.3978
73,0.007945729799168993,1861.4977
74,0.007902260919570135,1875.7564
75,0.007899345731570195,1889.8455
76,0.007899345731570195,1904.1165
77,0.007882486814277955,1918.2023
78,0.007882486814277955,1932.6719
79,0.007872142741087242,1946.7629
80,0.007725747177872182,2079.8759
81,0.007725747177872182,2094.1017
82,0.007725747177872182,2108.2087
83,0.007724855360320213,2122.3263
84,0.007667150854776938,2135.991
85,0.007667150854776938,2149.6002
86,0.007667150854776938,2163.4153
87,0.007667150854776938,2177.1168
88,0.0076317697448177995,2190.821
89,0.0076317697448177995,2205.352
90,0.007629846658587183,2338.3069
91,0.007629846658587183,2352.3339
92,0.007629846658587183,2365.7771
93,0.007629846658587183,2379.5276
94,0.007615474764883119,2392.9176
95,0.007606851951249262,2406.3893
96,0.007606851951249262,2420.7866
97,0.007555511655882403,2435.5191
98,0.007555511655882403,2449.7334
99,0.007555511655882403,2463.802
100,0.007555511655882403,2595.8075
101,0.007555511655882403,2610.1176
102,0.0075534753903492135,2624.2585
103,0.0075447396967883475,2639.3186
104,0.007536208260376377,2653.8707
105,0.007500632549926208,2668.1194
106,0.007479926303982531,2682.1909
107,0.007479926303982531,2696.6541
108,0.007475767395228433,2710.6851
109,0.0074340884474323595,2724.7567
110,0.0074340884474323595,2857.7536
111,0.0074340884474323595,2871.9679
112,0.007420271444541607,2886.196
113,0.0074131635145874165,2900.4005
114,0.007336876960505053,2914.5099
115,0.007336876960505053,2928.7798
116,0.007336876960505053,2943.0405
117,0.007336876960505053,2957.1664
118,0.007336876960505053,2971.2034
119,0.007336876960505053,2985.6448
120,0.007336876960505053,3118.4408
121,0.007331693053432991,3132.6299
122,0.007331693053432991,3146.7668
123,0.0072877702385382645,3160.8725
124,0.007261193408693434,3175.1606
125,0.007246076982218437,3189.4594
126,0.007246076982218437,3203.7519
127,0.007214817865665957,3218.1287
128,0.007214817865665957,3232.3443
129,0.007214817865665957,3246.5558
130,0.007206527625041828,3378.7316
131,0.007206527625041828,3392.7004
132,0.007183553269882363,3406.2214
133,0.0071673901370050775,3419.8744
134,0.0071673901370050775,3433.6628
135,0.007166236613456037,3447.2659
136,0.007165491328786029,3461.2341
137,0.007165491328786029,3474.9608
138,0.00712658723665403,3489.5869
139,0.00712658723665403,3504.3178
140,0.0071069934722521304,3634.0493
141,0.0071069934722521304,3647.6236
142,0.0071069934722521304,3661.5838
143,0.0071069934722521304,3675.805
144,0.0071069934722521304,3689.9029
145,0.007103843931503563,3704.972
146,0.007089248697551285,3719.3177
147,0.007089248697551285,3733.6117
148,0.007089248697551285,3747.6422
149,0.007089248697551285,3761.5248
150,0.007039470772125815,3891.4292
151,0.0070331557574540085,3904.9134
152,0.0070331557574540085,3919.9426
153,0.0070255602479618075,3934.3509
154,0.007021855179478027,3948.5661
155,0.007021855179478027,3962.7769
156,0.0070209287689684645,3976.9148
157,0.006975313610100212,3990.9868
158,0.006975313610100212,4005.0438
159,0.006975313610100212,4018.9145
160,0.006975313610100212,4148.8315
161,0.006975313610100212,4162.8082
162,0.006975313610100212,4176.8077
163,0.006975313610100212,4190.8556
164,0.006975313610100212,4204.9478
165,0.006949868143434661,4219.1953
166,0.006949868143434661,4233.2654
167,0.006949868143434661,4247.5092
168,0.006949868143434661,4261.7271
169,0.006949868143434661,4276.0666
170,0.006939179682870425,4407.6884
171,0.006939179682870425,4423.4584
172,0.006939179682870425,4437.475
173,0.006939179682870425,4451.5838
174,0.006939179682870425,4465.7145
175,0.0069164514709293134,4479.6977
176,0.0069022724263584165,4493.7896
177,0.0069022724263584165,4507.8625
178,0.0069022724263584165,4521.5027
179,0.006893869259174924,4535.054
180,0.006893869259174924,4666.6546
181,0.006893869259174924,4680.7706
182,0.006893869259174924,4694.8603
183,0.006893869259174924,4708.5579
184,0.006893869259174924,4722.5952
185,0.006893869259174924,4736.5707
186,0.006884553873636748,4750.5363
187,0.006884553873636748,4765.4965
188,0.006856994525395322,4779.5571
189,0.006856994525395322,4793.4389
190,0.006812533209870963,4921.9596
191,0.006812533209870963,4935.7054
192,0.006812533209870963,4949.226
193,0.006804832632436938,4963.7159
194,0.006804832632436938,4978.3774
195,0.006804832632436938,4992.6309
196,0.006804832632436938,5006.898
197,0.006776052103177397,5020.9513
198,0.006757212808030886,5035.0878
199,0.006751724708901907,5049.1421
200,0.006751047603175086,5181.7756
201,0.00670409861240057,5196.1801
202,0.00670409861240057,5210.2322
203,0.00670409861240057,5224.2808
204,0.006696110575267469,5238.0334
205,0.006696110575267469,5252.5705
206,0.006696110575267469,5266.0625
207,0.006696110575267469,5279.8463
208,0.006696110575267469,5294.9442
209,0.006696110575267469,5309.2786
210,0.006696110575267469,5440.1116
211,0.006696110575267469,5454.2937
212,0.006696110575267469,5468.1734
213,0.006689040495893732,5482.0982
214,0.006689040495893732,5495.7699
215,0.006669975237328393,5509.7163
216,0.006669975237328393,5523.5971
217,0.006669975237328393,5537.1619
218,0.006669975237328393,5550.5873
219,0.006660604170463585,5564.2167
220,0.006652546143655041,5693.9556
221,0.006652546143655041,5707.8096
222,0.006652546143655041,5721.6553
223,0.006652546143655041,5735.4166
224,0.006640930358837658,5749.2826
225,0.006613059159937709,5763.2007
226,0.006613059159937709,5777.172
227,0.006613059159937709,5790.8868
228,0.006609612652511497,5805.1647
229,0.006609612652511497,5818.9633
230,0.006597532373998038,5950.874
231,0.006597532373998038,5965.0739
232,0.006594389950924497,5979.5035
233,0.006594389950924497,5993.8914
234,0.006594389950924497,6008.1517
235,0.006585479873766716,6022.799
236,0.006585479873766716,6037.3021
237,0.006585479873766716,6052.3228
238,0.006585479873766716,6067.0276
239,0.006577929114034986,6081.1608
240,0.006566045513360711,6213.0333
241,0.006566045513360711,6227.1104
242,0.006566045513360711,6241.133
243,0.006566045513360711,6255.1859
244,0.006555765138988532,6270.4109
245,0.00654476025042876,6286.4826
246,0.006543795473073747,6300.5196
247,0.00653582745427614,6314.7518
248,0.00653582745427614,6329.0841
249,0.00653582745427614,6343.4382
250,0.006525536210887653,6472.7281
251,0.006525536210887653,6487.0557
252,0.0064910461317202765,6501.5117
253,0.0064910461317202765,6515.6417
254,0.0064910461317202765,6529.7992
255,0.0064910461317202765,6543.7165
256,0.0064910461317202765,6557.7927
257,0.0064910461317202765,6571.8793
258,0.0064910461317202765,6586.0217
259,0.0064910461317202765,6600.2384
260,0.0064910461317202765,6732.6733
261,0.0064910461317202765,6746.9155
262,0.0064910461317202765,6761.2144
263,0.0064910461317202765,6775.2391
264,0.006482308079927203,6789.4715
265,0.006482308079927203,6803.6112
266,0.006460849831553292,6817.847
267,0.006460849831553292,6832.142
268,0.006460849831553292,6846.2957
269,0.006460849831553292,6860.3895
270,0.0064510705391859794,6992.9583
271,0.0064510705391859794,7007.1135
272,0.006419662640582868,7021.1715
273,0.006413674858623069,7035.4918
