iter,best_f,elapsed_ms
1600,3.48305656034524E-49,90.068
1610,2.027588226435805E-49,90.6124
1620,9.571308291137885E-50,91.1513
1630,3.4838048523283197E-50,91.7496
1640,1.5707676791727476E-50,92.302
1650,1.2639311901867297E-50,92.8406
1660,7.04636818187137E-51,93.3854
1670,3.7971029706791877E-51,93.9521
1680,8.934667150946493E-52,94.4894
1690,5.3589884167209055E-52,95.0282
1700,2.533777416448878E-52,95.6136
1710,8.46649913179986E-53,96.3381
1720,5.903271508841345E-53,96.9928
1730,2.320874921122053E-53,97.6381
1740,7.308568016939934E-54,98.183
1750,3.9581018588779275E-54,98.717
1760,2.1403613044094376E-54,99.2561
1770,8.61008307522759E-55,99.8015
1780,4.4050535360597146E-55,100.3381
1790,2.2408028847632558E-55,100.8916
1800,1.0078807651446149E-55,101.4341
1810,4.753798913447181E-56,101.9678
1820,1.9424181804547602E-56,102.5126
1830,1.0224132279318004E-56,103.0548
1840,5.483314899569645E-57,103.5875
1850,3.195937156031889E-57,104.203
1860,2.1131736981624133E-57,104.801
1870,9.77266846893497E-58,105.3313
1880,5.132258847478565E-58,105.8776
1890,3.0516962069937947E-58,106.429
1900,1.0241537634527736E-58,106.9849
1910,3.354845074675807E-59,107.5434
1920,2.3265566858940692E-59,108.0917
1930,1.1882599969978118E-59,108.727
1940,5.506929627781497E-60,109.2628
1950,2.8537546840361863E-60,109.8176
1960,1.3096989845346607E-60,110.3587
1970,6.071940798071816E-61,110.8959
1980,3.4397875575670236E-61,111.4443
1990,1.6750180777873307E-61,111.9761
2000,1.0859444519496559E-61,112.5089
