iter,best_f,elapsed_ms
1,111.75880594093489,0.0243
10,12.56565508804632,0.3902
20,9.973653655492237,0.5883
30,8.555349735200966,0.7875
40,8.239463829336163,0.982
50,7.693293111011,1.1748
60,7.506418942863992,1.3739
70,6.948009515509138,1.5781
80,6.545367910903616,1.7697
90,6.465586177553129,1.9639
100,6.196979217427234,2.1597
110,5.767589004338702,2.3513
120,5.6461805056949945,2.5449
130,5.520096008042593,2.7377
140,5.485961335441522,2.9345
150,5.436038070133712,3.1279
160,5.334258705317323,3.3255
170,5.245112012543884,3.5243
180,5.206446012911396,3.7191
190,4.9971329046645065,3.9162
200,4.908260989346808,4.1125
210,4.70719577943457,4.3069
220,4.493721234468684,4.5031
230,4.357236179597802,4.6957
240,4.305125687401253,4.888
250,4.196653530470304,5.0806
260,4.1269464842107055,5.278
270,4.092837610199914,5.4764
280,4.0441330703497025,5.6763
290,3.8769700235465194,5.9296
300,3.599759601872426,6.1987
310,3.4085172550543614,6.4006
320,3.25117598694818,6.6016
330,3.210609111639255,6.8115
340,3.0972464154462247,7.0194
350,2.94588460510697,7.2302
360,2.809997355932895,7.433
370,2.605566795727187,7.6418
380,2.5144398166605306,7.8387
390,2.453323076403971,8.0414
400,2.436640378730642,8.2393
410,2.3863958888496284,8.4408
420,2.3637695674176804,8.6449
430,2.3410973726975652,8.8516
440,2.3004987643055768,9.0738
450,2.139674948768651,9.2821
460,1.9449016837633841,9.4807
470,1.8384986841502577,9.6921
480,1.789374914141188,9.8962
490,1.7173165248290014,10.1044
500,1.680479969792612,10.3102
510,1.6459410140785193,10.5166
520,1.6309815339048002,10.7181
530,1.5600147847961918,10.9155
540,1.4461250221248156,11.1151
550,1.3426929032023818,11.3202
560,1.28959241275227,11.5195
570,1.2570093636722048,11.7232
580,1.2481131232409874,11.9253
590,1.2362991029969104,12.1192
600,1.2181712717041782,12.3224
610,1.1599116353532515,12.5241
620,1.140740751743292,12.7298
630,1.0907224567470926,12.9288
640,1.050602633457018,13.1272
650,1.007850229796067,13.3635
660,0.9544756580356515,13.5696
670,0.8953252806214667,13.7739
680,0.8376953047185673,13.9756
690,0.7862232831174369,14.18
700,0.7703864823426323,14.3859
710,0.744567841424138,14.5884
720,0.7014394967620471,14.7922
730,0.6328169758444782,14.9913
740,0.564755255349399,15.194
750,0.5231105582045055,15.3967
760,0.5097846845744227,15.594
770,0.4889524107472369,15.7972
780,0.48292977134008835,15.9985
790,0.4480435571476071,16.2002
800,0.4373406979511473,16.3999
810,0.4265696246956967,16.5988
820,0.4176308265928317,16.8022
830,0.4016054352313422,17.0087
840,0.37910304309866816,17.2121
850,0.3627220394687793,17.413
860,0.34395854593316055,17.6107
870,0.3410644839603241,17.8142
880,0.3358365151053643,18.0197
890,0.32826894211961966,18.2301
900,0.3238380343953997,18.4363
910,0.3212982499579579,18.6376
920,0.317341292577631,18.8425
930,0.2958746300018534,19.0484
940,0.2717284141274613,19.2564
950,0.25601547090684185,19.462
960,0.25070761407186487,19.6649
970,0.24531091228075122,19.869
980,0.2395312327527196,20.0744
990,0.22857221158858118,20.2817
1000,0.2250332579263987,20.4846
1010,0.22067606919492608,20.6918
1020,0.21288444045877025,20.8935
1030,0.21028009578374157,21.1003
1040,0.2077245078673138,21.3316
1050,0.20594841846432266,21.5668
1060,0.2007332713986696,21.7921
1070,0.1954484075719655,22.0104
1080,0.19059321427570203,22.2233
1090,0.18229073997805306,22.4277
1100,0.17837627446561433,22.629
1110,0.17322651799857433,22.8667
1120,0.16724807084398702,23.0802
1130,0.16478321878887153,23.2981
1140,0.1626755572067103,23.5146
1150,0.16050291373265868,23.7223
1160,0.1567316133872943,23.9265
1170,0.1467238353045966,24.1387
1180,0.1451619902604066,24.338
1190,0.14351297770019933,24.5614
1200,0.13865213984526176,24.7666
1210,0.13225371355917576,24.9721
1220,0.12965634479248758,25.1751
1230,0.12742309148468278,25.384
1240,0.12499181811008848,25.5891
1250,0.12489969566243385,25.8077
1260,0.12352723267096948,26.0154
1270,0.12248338888416474,26.2414
1280,0.11834703328322793,26.4549
1290,0.11494813644696286,26.6563
1300,0.11182715428235605,26.8744
1310,0.11046946233308316,27.0886
1320,0.10913175160865678,27.3232
1330,0.10558897439608422,27.5277
1340,0.10393079893890252,27.7364
1350,0.10133369111423687,27.9863
1360,0.10077045356799684,28.1928
1370,0.09875103681461328,28.3967
1380,0.09575386770823671,28.6037
1390,0.09358319384365976,28.8063
1400,0.0917426101863097,29.0055
1410,0.0901353866359794,29.2085
1420,0.08810960173271336,29.4138
1430,0.08384090155899687,29.6233
1440,0.08276191039695768,29.8252
1450,0.08184080895998352,30.0242
1460,0.08006401382920517,30.2467
1470,0.07665645865449701,30.4706
1480,0.07394479651143257,30.6807
1490,0.07223291995487519,30.8896
1500,0.06828036865690501,31.0911
1510,0.06654727797830438,31.3068
1520,0.06578502403313172,31.5079
1530,0.0656223791071982,31.7158
1540,0.06520028020373814,31.9157
1550,0.06499589988699439,32.1133
1560,0.0639489439351294,32.3181
1570,0.062477722267711165,32.5201
1580,0.06211705187259217,32.7257
1590,0.06129296557869472,32.9289
1600,0.058889474514455795,33.1372
1610,0.05504549098143051,33.343
1620,0.05370262025140338,33.5495
1630,0.05238024954809675,33.7534
1640,0.0503669546881709,33.9575
1650,0.04932592103037873,34.1654
1660,0.048628177283503736,34.4993
1670,0.04791056271208194,34.7069
1680,0.046324866760668035,34.9114
1690,0.04545339844515736,35.1171
1700,0.044888086819805675,35.3228
1710,0.04455151169176345,35.5291
1720,0.044056262471141555,35.7339
1730,0.043812254575734864,35.9454
1740,0.043147425439767045,36.1516
