iter,best_f,elapsed_ms
1,173.79288352696005,0.1464
10,12.796834624448465,0.4043
20,8.460694161329661,0.6025
30,8.216465440505107,0.7906
40,8.028767232304752,0.9766
50,7.6013186271908095,1.1712
60,7.377651517519893,1.359
70,6.82064488314497,1.5476
80,6.577571286625356,1.7342
90,6.437587944627977,1.9199
100,6.3720075114715256,2.1065
110,6.176314575210384,2.2949
120,5.670063168264171,2.4846
130,5.509548300442924,2.675
140,5.3845822965537655,2.8599
150,5.272401100442882,3.0441
160,5.063279477048579,3.2323
170,4.872122522549298,3.4194
180,4.8441080937345955,3.6055
190,4.694067877833658,3.7937
200,4.675792735774403,3.9812
210,4.612174271304721,4.1706
220,4.443543542605567,4.36
230,4.375799219790144,4.5491
240,4.320700293158205,4.7384
250,4.283914692582243,4.9266
260,4.2683122825543975,5.1195
270,4.209217182445832,5.3048
280,4.1953120783765865,5.4907
290,4.184915172908405,5.6769
300,4.174340818786203,5.865
310,4.134618946825971,6.0539
320,4.023936295800655,6.2488
330,3.7404760113791435,6.434
340,3.541040076084661,6.6176
350,3.3312866440712368,6.8036
360,3.295908048916368,6.9963
370,3.186419092983859,7.1828
380,3.032354671110604,7.3682
390,2.937864672089218,7.5546
400,2.861610610254793,7.7414
410,2.74400744077307,7.9292
420,2.681606264415131,8.1161
430,2.5950543800241914,8.3005
440,2.55177703807755,8.4858
450,2.5243487983010393,8.6747
460,2.48216023302548,8.8788
470,2.4771021953697927,9.0763
480,2.428456335328316,9.2612
490,2.357798504346591,9.4475
500,2.261606915224096,9.6371
510,2.211674972103972,9.8232
520,2.114563131246135,10.0094
530,1.9929852722951549,10.2004
540,1.9292857092206692,10.3904
550,1.8633724755759506,10.5759
560,1.7985428130472854,10.7656
570,1.7781211532662775,10.9547
580,1.682801981890338,11.1404
590,1.6255863380971154,11.3232
600,1.5978481016624544,11.5081
610,1.5754601357307865,11.6939
620,1.5345497619436217,11.8792
630,1.4849240725737027,12.065
640,1.3609712949310306,12.2493
650,1.2639213255068258,12.4373
660,1.1659990934888134,12.6261
670,1.1235942266048287,12.8177
680,1.1117961611577516,13.0075
690,1.0935118061590687,13.1978
700,1.0528582121308216,13.3849
710,0.9755937530900607,13.5733
720,0.9286100768493626,13.7585
730,0.9162813959593199,13.9455
740,0.8991538266232424,14.1482
750,0.8434479267776865,14.3556
760,0.8002160862621603,14.548
770,0.7167510917297149,14.7426
780,0.6627486387456337,14.9315
790,0.6594611004506024,15.1201
800,0.636242663613003,15.3516
810,0.5933275140979075,15.6086
820,0.5377337103543474,15.8343
830,0.5329329592541985,16.0327
840,0.49658035235677805,16.2239
850,0.4753052021258357,16.4165
860,0.46872649011686396,16.6097
870,0.46517402043446004,16.8038
880,0.4513294250577794,16.9955
890,0.43159431536234916,17.1881
900,0.41913370565375374,17.3844
910,0.41383299919692573,17.5753
920,0.41060121409206246,17.7659
930,0.3955365123208998,17.9673
940,0.379088593981135,18.1569
950,0.3487954416918835,18.3496
960,0.3140232173391706,18.5435
970,0.3044554911338099,18.7347
980,0.2744890804379707,18.9306
990,0.26254513149878467,19.1272
1000,0.2531287187059944,19.3246
1010,0.24339551318088165,19.5211
1020,0.23920967588300934,19.7125
1030,0.23332651424967185,19.9162
1040,0.2309189444240562,20.1227
1050,0.21858622107225567,20.3324
1060,0.20675978669144301,20.5347
1070,0.19764986889126118,20.7296
1080,0.1925800578800976,20.9232
1090,0.18826967350811757,21.1166
1100,0.1847826238762995,21.3093
1110,0.17690164307738887,21.5848
1120,0.17235719216001216,21.7796
1130,0.1689860081210428,21.972
1140,0.16692883330601088,22.2544
1150,0.1652723847146319,22.45
1160,0.16085623342252814,22.6433
1170,0.15362361498114724,22.842
1180,0.1500285979679654,23.0346
1190,0.14696400681037478,23.2245
1200,0.14483419524024105,23.4209
1210,0.1406262957526845,23.6105
1220,0.13917370750269753,23.8024
1230,0.13742529261747344,23.9942
1240,0.1370084885502273,24.1855
1250,0.13595930629005132,24.3773
1260,0.13313098489065203,24.5689
1270,0.13135772721415195,24.7576
1280,0.13042699459756732,24.949
1290,0.12863113860891898,25.145
1300,0.12666931114685503,25.3358
1310,0.12360165020556199,25.5248
1320,0.11816071537738665,25.7136
1330,0.11666266236124492,25.9032
1340,0.11517933470620348,26.0968
1350,0.11193116696768406,26.292
1360,0.1108992555010698,26.4861
1370,0.1088621531379085,26.6827
1380,0.10821261944302402,26.8787
1390,0.10697306205743437,27.0739
1400,0.10621783716154645,27.2693
1410,0.10377074152453264,27.4691
1420,0.1026430471181985,27.6628
1430,0.10066782436956531,27.8584
1440,0.09870958793848644,28.0535
1450,0.09550903626454467,28.2477
1460,0.08690473298572075,28.5115
1470,0.08037128805240576,28.7088
1480,0.07846623013746962,28.9542
1490,0.07725018889442778,29.2884
1500,0.0756378178295867,29.4844
1510,0.07442403108843007,29.6791
1520,0.07201706519923697,29.8743
1530,0.07007591649575631,30.0688
1540,0.06891880868437197,30.2599
1550,0.06886200550525956,30.4553
1560,0.06736683349357211,30.6484
1570,0.0663614454397149,31.032
1580,0.06578227714053701,31.2623
1590,0.06510710717697313,31.4873
1600,0.06440618297164277,31.71
1610,0.06332674479652893,31.9821
1620,0.06249921804143302,32.2557
1630,0.06232935964938687,32.4477
1640,0.062114377756828126,32.6387
1650,0.061177641262436064,32.8338
1660,0.06095154417024917,33.4689
1670,0.059628536653936144,33.6666
1680,0.05824203312649188,33.8612
1690,0.05670462914501664,34.0532
1700,0.056350289793684005,34.25
1710,0.05564230316210096,34.4446
1720,0.054482089989151626,34.6391
1730,0.053619247679213826,34.8339
1740,0.05324181309733925,35.0267
1750,0.05294907521526801,35.218
1760,0.05232045281644214,35.4098
1770,0.05204949427856661,35.6269
1780,0.051482653811782,35.8397
1790,0.04997643433535304,36.0317
1800,0.047620969641202465,36.2305
1810,0.045052716635351535,36.4224
1820,0.04372173683590365,36.6114
1830,0.04244082050405237,36.8025
1840,0.04206981118307079,36.9947
1850,0.041261971902020814,37.1833
1860,0.03998316176122982,37.3727
1870,0.03949702999260167,37.5663
1880,0.03818027660905054,37.7537
1890,0.037704018488856045,37.946
1900,0.03668567902259308,38.1356
1910,0.03491693332882542,38.3244
1920,0.03449189023282023,38.5175
1930,0.03370979437259625,38.7074
1940,0.032625949908983334,38.8974
1950,0.030691508087859296,39.0905
1960,0.03029702618051739,39.2821
1970,0.030001278822067694,39.4742
1980,0.02932531077696047,39.6648
1990,0.02893880319763349,39.8545
2000,0.028344423866406843,40.0441
